Timestamp,electron_Process_Name_1,electron_PID_1,electron_CPU_Usage_1,electron_Process_Name_2,electron_PID_2,electron_CPU_Usage_2,electron_Process_Name_3,electron_PID_3,electron_CPU_Usage_3,electron_Process_Name_4,electron_PID_4,electron_CPU_Usage_4,electron_Process_Name_5,electron_PID_5,electron_CPU_Usage_5,electron_Process_Name_6,electron_PID_6,electron_CPU_Usage_6,electron_Process_Name_7,electron_PID_7,electron_CPU_Usage_7,electron_Process_Name_8,electron_PID_8,electron_CPU_Usage_8,electron_Process_Name_9,electron_PID_9,electron_CPU_Usage_9,electron_Process_Name_10,electron_PID_10,electron_CPU_Usage_10
2024-11-25 17:08,/Volumes/workplace/WickrWebPerformance/electron-33/dist/mac-arm64/electron-33.app/Contents/MacOS/electron-33,58482,0.8,/Volumes/workplace/WickrWebPerformance/electron-33/dist/mac-arm64/electron-33.app/Contents/Frameworks/electron-33 Helper (GPU).app/Contents/MacOS/electron-33 Helper (GPU),58483,6.6,/Volumes/workplace/WickrWebPerformance/electron-33/dist/mac-arm64/electron-33.app/Contents/Frameworks/electron-33 Helper.app/Contents/MacOS/electron-33 Helper,58484,1.9,/Volumes/workplace/WickrWebPerformance/electron-33/dist/mac-arm64/electron-33.app/Contents/Frameworks/electron-33 Helper (Renderer).app/Contents/MacOS/electron-33 Helper (Renderer),58820,94.4,/Volumes/workplace/WickrWebPerformance/electron-33/dist/mac-arm64/electron-33.app/Contents/Frameworks/electron-33 Helper.app/Contents/MacOS/electron-33 Helper,58824,2.6,/Volumes/workplace/WickrWebPerformance/electron-33/dist/mac-arm64/electron-33.app/Contents/Frameworks/electron-33 Helper (Plugin).app/Contents/MacOS/electron-33 Helper (Plugin),58918,3.2,,,,,,,,,,,,
2024-11-25 17:08,/Volumes/workplace/WickrWebPerformance/electron-33/dist/mac-arm64/electron-33.app/Contents/MacOS/electron-33,58482,4.9,/Volumes/workplace/WickrWebPerformance/electron-33/dist/mac-arm64/electron-33.app/Contents/Frameworks/electron-33 Helper (GPU).app/Contents/MacOS/electron-33 Helper (GPU),58483,7.7,/Volumes/workplace/WickrWebPerformance/electron-33/dist/mac-arm64/electron-33.app/Contents/Frameworks/electron-33 Helper.app/Contents/MacOS/electron-33 Helper,58484,2.2,/Volumes/workplace/WickrWebPerformance/electron-33/dist/mac-arm64/electron-33.app/Contents/Frameworks/electron-33 Helper (Renderer).app/Contents/MacOS/electron-33 Helper (Renderer),58820,116.9,/Volumes/workplace/WickrWebPerformance/electron-33/dist/mac-arm64/electron-33.app/Contents/Frameworks/electron-33 Helper.app/Contents/MacOS/electron-33 Helper,58824,2.6,/Volumes/workplace/WickrWebPerformance/electron-33/dist/mac-arm64/electron-33.app/Contents/Frameworks/electron-33 Helper (Plugin).app/Contents/MacOS/electron-33 Helper (Plugin),58918,3.8,,,,,,,,,,,,
2024-11-25 17:08,/Volumes/workplace/WickrWebPerformance/electron-33/dist/mac-arm64/electron-33.app/Contents/MacOS/electron-33,58482,0.7,/Volumes/workplace/WickrWebPerformance/electron-33/dist/mac-arm64/electron-33.app/Contents/Frameworks/electron-33 Helper (GPU).app/Contents/MacOS/electron-33 Helper (GPU),58483,5.4,/Volumes/workplace/WickrWebPerformance/electron-33/dist/mac-arm64/electron-33.app/Contents/Frameworks/electron-33 Helper.app/Contents/MacOS/electron-33 Helper,58484,1.9,/Volumes/workplace/WickrWebPerformance/electron-33/dist/mac-arm64/electron-33.app/Contents/Frameworks/electron-33 Helper (Renderer).app/Contents/MacOS/electron-33 Helper (Renderer),58820,122.1,/Volumes/workplace/WickrWebPerformance/electron-33/dist/mac-arm64/electron-33.app/Contents/Frameworks/electron-33 Helper.app/Contents/MacOS/electron-33 Helper,58824,2.5,/Volumes/workplace/WickrWebPerformance/electron-33/dist/mac-arm64/electron-33.app/Contents/Frameworks/electron-33 Helper (Plugin).app/Contents/MacOS/electron-33 Helper (Plugin),58918,3.3,,,,,,,,,,,,
2024-11-25 17:08,/Volumes/workplace/WickrWebPerformance/electron-33/dist/mac-arm64/electron-33.app/Contents/MacOS/electron-33,58482,1.1,/Volumes/workplace/WickrWebPerformance/electron-33/dist/mac-arm64/electron-33.app/Contents/Frameworks/electron-33 Helper (GPU).app/Contents/MacOS/electron-33 Helper (GPU),58483,6.9,/Volumes/workplace/WickrWebPerformance/electron-33/dist/mac-arm64/electron-33.app/Contents/Frameworks/electron-33 Helper.app/Contents/MacOS/electron-33 Helper,58484,2.2,/Volumes/workplace/WickrWebPerformance/electron-33/dist/mac-arm64/electron-33.app/Contents/Frameworks/electron-33 Helper (Renderer).app/Contents/MacOS/electron-33 Helper (Renderer),58820,137.7,/Volumes/workplace/WickrWebPerformance/electron-33/dist/mac-arm64/electron-33.app/Contents/Frameworks/electron-33 Helper.app/Contents/MacOS/electron-33 Helper,58824,2.4,/Volumes/workplace/WickrWebPerformance/electron-33/dist/mac-arm64/electron-33.app/Contents/Frameworks/electron-33 Helper (Plugin).app/Contents/MacOS/electron-33 Helper (Plugin),58918,3.4,,,,,,,,,,,,
2024-11-25 17:08,/Volumes/workplace/WickrWebPerformance/electron-33/dist/mac-arm64/electron-33.app/Contents/MacOS/electron-33,58482,0.8,/Volumes/workplace/WickrWebPerformance/electron-33/dist/mac-arm64/electron-33.app/Contents/Frameworks/electron-33 Helper (GPU).app/Contents/MacOS/electron-33 Helper (GPU),58483,5.6,/Volumes/workplace/WickrWebPerformance/electron-33/dist/mac-arm64/electron-33.app/Contents/Frameworks/electron-33 Helper.app/Contents/MacOS/electron-33 Helper,58484,2.1,/Volumes/workplace/WickrWebPerformance/electron-33/dist/mac-arm64/electron-33.app/Contents/Frameworks/electron-33 Helper (Renderer).app/Contents/MacOS/electron-33 Helper (Renderer),58820,128.3,/Volumes/workplace/WickrWebPerformance/electron-33/dist/mac-arm64/electron-33.app/Contents/Frameworks/electron-33 Helper.app/Contents/MacOS/electron-33 Helper,58824,2.6,/Volumes/workplace/WickrWebPerformance/electron-33/dist/mac-arm64/electron-33.app/Contents/Frameworks/electron-33 Helper (Plugin).app/Contents/MacOS/electron-33 Helper (Plugin),58918,3.2,,,,,,,,,,,,
2024-11-25 17:08,/Volumes/workplace/WickrWebPerformance/electron-33/dist/mac-arm64/electron-33.app/Contents/MacOS/electron-33,58482,1.4,/Volumes/workplace/WickrWebPerformance/electron-33/dist/mac-arm64/electron-33.app/Contents/Frameworks/electron-33 Helper (GPU).app/Contents/MacOS/electron-33 Helper (GPU),58483,6.4,/Volumes/workplace/WickrWebPerformance/electron-33/dist/mac-arm64/electron-33.app/Contents/Frameworks/electron-33 Helper.app/Contents/MacOS/electron-33 Helper,58484,2.3,/Volumes/workplace/WickrWebPerformance/electron-33/dist/mac-arm64/electron-33.app/Contents/Frameworks/electron-33 Helper (Renderer).app/Contents/MacOS/electron-33 Helper (Renderer),58820,121.9,/Volumes/workplace/WickrWebPerformance/electron-33/dist/mac-arm64/electron-33.app/Contents/Frameworks/electron-33 Helper.app/Contents/MacOS/electron-33 Helper,58824,2.5,/Volumes/workplace/WickrWebPerformance/electron-33/dist/mac-arm64/electron-33.app/Contents/Frameworks/electron-33 Helper (Plugin).app/Contents/MacOS/electron-33 Helper (Plugin),58918,2.7,,,,,,,,,,,,
2024-11-25 17:08,/Volumes/workplace/WickrWebPerformance/electron-33/dist/mac-arm64/electron-33.app/Contents/MacOS/electron-33,58482,0.8,/Volumes/workplace/WickrWebPerformance/electron-33/dist/mac-arm64/electron-33.app/Contents/Frameworks/electron-33 Helper (GPU).app/Contents/MacOS/electron-33 Helper (GPU),58483,5.2,/Volumes/workplace/WickrWebPerformance/electron-33/dist/mac-arm64/electron-33.app/Contents/Frameworks/electron-33 Helper.app/Contents/MacOS/electron-33 Helper,58484,1.9,/Volumes/workplace/WickrWebPerformance/electron-33/dist/mac-arm64/electron-33.app/Contents/Frameworks/electron-33 Helper (Renderer).app/Contents/MacOS/electron-33 Helper (Renderer),58820,113.7,/Volumes/workplace/WickrWebPerformance/electron-33/dist/mac-arm64/electron-33.app/Contents/Frameworks/electron-33 Helper.app/Contents/MacOS/electron-33 Helper,58824,2.5,/Volumes/workplace/WickrWebPerformance/electron-33/dist/mac-arm64/electron-33.app/Contents/Frameworks/electron-33 Helper (Plugin).app/Contents/MacOS/electron-33 Helper (Plugin),58918,4,,,,,,,,,,,,
2024-11-25 17:08,/Volumes/workplace/WickrWebPerformance/electron-33/dist/mac-arm64/electron-33.app/Contents/MacOS/electron-33,58482,2,/Volumes/workplace/WickrWebPerformance/electron-33/dist/mac-arm64/electron-33.app/Contents/Frameworks/electron-33 Helper (GPU).app/Contents/MacOS/electron-33 Helper (GPU),58483,6.2,/Volumes/workplace/WickrWebPerformance/electron-33/dist/mac-arm64/electron-33.app/Contents/Frameworks/electron-33 Helper.app/Contents/MacOS/electron-33 Helper,58484,2.2,/Volumes/workplace/WickrWebPerformance/electron-33/dist/mac-arm64/electron-33.app/Contents/Frameworks/electron-33 Helper (Renderer).app/Contents/MacOS/electron-33 Helper (Renderer),58820,113.4,/Volumes/workplace/WickrWebPerformance/electron-33/dist/mac-arm64/electron-33.app/Contents/Frameworks/electron-33 Helper.app/Contents/MacOS/electron-33 Helper,58824,2.6,/Volumes/workplace/WickrWebPerformance/electron-33/dist/mac-arm64/electron-33.app/Contents/Frameworks/electron-33 Helper (Plugin).app/Contents/MacOS/electron-33 Helper (Plugin),58918,4,,,,,,,,,,,,
2024-11-25 17:08,/Volumes/workplace/WickrWebPerformance/electron-33/dist/mac-arm64/electron-33.app/Contents/MacOS/electron-33,58482,1,/Volumes/workplace/WickrWebPerformance/electron-33/dist/mac-arm64/electron-33.app/Contents/Frameworks/electron-33 Helper (GPU).app/Contents/MacOS/electron-33 Helper (GPU),58483,4.5,/Volumes/workplace/WickrWebPerformance/electron-33/dist/mac-arm64/electron-33.app/Contents/Frameworks/electron-33 Helper.app/Contents/MacOS/electron-33 Helper,58484,2.1,/Volumes/workplace/WickrWebPerformance/electron-33/dist/mac-arm64/electron-33.app/Contents/Frameworks/electron-33 Helper (Renderer).app/Contents/MacOS/electron-33 Helper (Renderer),58820,110.7,/Volumes/workplace/WickrWebPerformance/electron-33/dist/mac-arm64/electron-33.app/Contents/Frameworks/electron-33 Helper.app/Contents/MacOS/electron-33 Helper,58824,2.6,/Volumes/workplace/WickrWebPerformance/electron-33/dist/mac-arm64/electron-33.app/Contents/Frameworks/electron-33 Helper (Plugin).app/Contents/MacOS/electron-33 Helper (Plugin),58918,3.2,,,,,,,,,,,,
2024-11-25 17:08,/Volumes/workplace/WickrWebPerformance/electron-33/dist/mac-arm64/electron-33.app/Contents/MacOS/electron-33,58482,3.5,/Volumes/workplace/WickrWebPerformance/electron-33/dist/mac-arm64/electron-33.app/Contents/Frameworks/electron-33 Helper (GPU).app/Contents/MacOS/electron-33 Helper (GPU),58483,7.2,/Volumes/workplace/WickrWebPerformance/electron-33/dist/mac-arm64/electron-33.app/Contents/Frameworks/electron-33 Helper.app/Contents/MacOS/electron-33 Helper,58484,2.1,/Volumes/workplace/WickrWebPerformance/electron-33/dist/mac-arm64/electron-33.app/Contents/Frameworks/electron-33 Helper (Renderer).app/Contents/MacOS/electron-33 Helper (Renderer),58820,115.1,/Volumes/workplace/WickrWebPerformance/electron-33/dist/mac-arm64/electron-33.app/Contents/Frameworks/electron-33 Helper.app/Contents/MacOS/electron-33 Helper,58824,2.6,/Volumes/workplace/WickrWebPerformance/electron-33/dist/mac-arm64/electron-33.app/Contents/Frameworks/electron-33 Helper (Plugin).app/Contents/MacOS/electron-33 Helper (Plugin),58918,2.8,,,,,,,,,,,,
